Geographic Area Name,Bush 2000 percentage in decimal,Gore 2000 percentage in decimal,"2020 Margin in decimal ( + is Trump, - is Biden)",Land Area mi2,2000 Population,2020 Total Population,Male population,Female population,Median Age ,White %,Black %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander,Some Other Race,Hispanic or Latino (of any race) %,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Total Population part of Households,Total Households,Median Household Income
"Phillips County, Arkansas",0.3387,0.6462,-0.1932,695.663,26445,16568,7773,8795,41.3,36,63.7,1.2,0.5,0.1,1.3,1.6,18.3,31.8,35.6,14.3,16356,6890,"32,419"
"Pike County, Arkansas",0.5729,0.4039,0.6771,600.618,11303,10171,5045,5126,44.1,91.3,3.2,3.6,0.4,0.1,7.7,8.2,12.1,38.2,30.2,19.5,9949,4128,"43,710"
"Poinsett County, Arkansas",0.413,0.567,0.5975,758.389,25614,22965,11195,11770,41,89.4,9.4,2.5,0.5,0.1,3.4,3.6,18.5,44.8,25.2,11.5,22659,9254,"42,639"
"Polk County, Arkansas",0.6395,0.3218,0.6819,857.679,20229,19221,9428,9793,45.2,94,0.9,6.9,0.8,0.2,6.1,6.6,11.5,38.1,34.9,15.5,19127,7992,"43,166"
"Pope County, Arkansas",0.6104,0.362,0.5038,812.548,54469,63381,31271,32110,36.3,89.1,4.5,4.5,1.7,0.1,8.7,10.1,15.8,33.8,27.2,23.2,60606,24196,"47,049"
"Prairie County, Arkansas",0.5309,0.4457,0.6100,647.958,9539,8282,4144,4138,45.5,87.5,12.2,1.9,0.4,0.2,1.5,1.8,13.2,42.4,29.2,15.3,8146,3502,"59,367"
"Pulaski County, Arkansas",0.4394,0.5373,-0.2251,759.763,361474,399125,191115,208010,38.3,55.6,38,2.6,3.3,0.1,7.2,8.3,8.5,25.7,29.5,36.3,390255,170622,"53,597"
"Randolph County, Arkansas",0.4548,0.5137,0.6078,652.191,18195,18571,9166,9405,40.9,94.3,1.4,3,0.8,3.3,2,2.1,14.4,38.3,31.2,16.1,18238,7322,"43,484"
"St. Francis County, Arkansas",0.4018,0.5869,-0.0509,634.771,29329,23090,12415,10675,42.2,43.6,55.5,1.3,0.7,0.1,1.5,3,17.7,39.3,31.6,11.4,19648,8470,"36,781"
"Saline County, Arkansas",0.5748,0.3921,0.4125,723.604,83529,123416,60205,63211,40,86,9.6,3.2,1.6,0.1,6.2,6.9,8.2,30.7,33.2,27.9,122116,48232,"68,107"
"Scott County, Arkansas",0.6026,0.3627,0.6981,892.32,10996,9836,4944,4892,42,90.9,1.1,5.9,3.2,0.1,6.7,7.6,20,40.8,28.2,10.9,9701,3930,"39,974"
"Searcy County, Arkansas",0.6432,0.3029,0.6910,666.095,8261,7828,3883,3945,48.8,98,0.5,6.3,0.5,0.1,2.1,1.8,19.8,39.6,25.3,15.3,7772,3441,"35,422"
"Sebastian County, Arkansas",0.5848,0.3873,0.3545,531.911,115071,127799,62441,65358,38.2,78.2,8.4,7.1,5.4,0.2,12.1,15.1,15.4,29.6,31,24,125993,51312,"49,170"
"Sevier County, Arkansas",0.4917,0.488,0.5321,565.126,15757,15839,7925,7914,36.2,71.5,4.9,6.5,0.7,1.6,26.3,34.8,26.5,34.5,27.4,11.6,15713,5731,"46,651"
"Sharp County, Arkansas",0.5189,0.4541,0.6001,604.439,17119,17271,8521,8750,48.4,97.3,1.4,3.9,0.6,0.2,2.4,2.1,17.8,39,32.1,11.1,17081,7356,"39,183"
"Stone County, Arkansas",0.5397,0.4204,0.5786,606.405,11499,12359,6051,6308,49.8,98,0.5,4.1,0.4,0.1,2.3,2.2,15.4,34.5,35.8,14.4,12220,5333,"37,782"
"Union County, Arkansas",0.554,0.4011,0.2947,1039.214,45629,39054,18973,20081,41.4,63.4,33.9,2,0.9,0.1,4.2,4.5,13.7,38,30,18.4,38433,16182,"47,315"
"Van Buren County, Arkansas",0.499,0.4585,0.5688,708.143,16192,15796,7818,7978,50.2,97,0.9,4.4,0.6,0,2.7,3.2,14.9,41.4,27.4,16.3,15737,7012,"39,629"
"Washington County, Arkansas",0.5486,0.4164,0.0390,941.966,157715,245871,122153,123718,32,78.6,4.8,5.4,3.2,3.8,15.3,18.2,13.5,27.6,25.2,33.7,236357,92548,"64,218"
"White County, Arkansas",0.5946,0.3766,0.5894,1035.075,67165,76822,37354,39468,38.4,91.4,6.2,3.5,1.3,0.1,4.4,4.6,14.2,40.4,25.1,20.3,74169,29705,"51,660"
"Woodruff County, Arkansas",0.3387,0.6409,0.2775,586.791,8741,6269,3050,3219,46.2,72.5,27.7,1.9,0.5,0.4,2.5,1.5,17.6,43.1,23.2,16.1,6164,2775,"37,331"
"Yell County, Arkansas",0.4975,0.4726,0.5848,929.984,21139,20263,10121,10142,40.3,83.9,2,3.6,1.4,0.2,17.7,20.7,22.5,37.7,25.7,14,20015,7722,"48,526"
"Alameda County, California",0.2413,0.6936,-0.6252,739.017,1443741,1682353,824426,857927,37.7,41,11.8,2.9,36,1.5,19.5,23.4,11,16.7,22.7,49.6,1628520,591636,"108,971"
"Alpine County, California",0.4795,0.4522,-0.3131,738.332,1208,1204,633,571,50.1,75.7,3,22.3,3.4,1.7,7.2,7,6.3,25.7,28.7,39.3,1152,530,"87,570"
"Amador County, California",0.5669,0.3819,0.2436,594.583,35100,40474,22067,18407,51.6,86,3.8,5.2,2.7,0.7,11.9,14.9,8.7,30.7,41.1,19.5,36163,15678,"68,159"
"Butte County, California",0.5445,0.3743,-0.0166,1636.464,203171,211632,104641,106991,37.9,81.7,3.1,6.2,6.6,0.7,14.2,19,9.7,22.3,38.3,29.8,206691,83268,"62,982"
"Calaveras County, California",0.5615,0.3758,0.2383,1020.012,40554,45292,22754,22538,51.6,90.9,1.5,5.6,3.1,0.8,10.1,12.9,9.2,30.9,40,19.9,44831,18758,"68,298"
"Colusa County, California",0.6492,0.3122,0.1660,1150.731,18804,21839,10996,10843,35.5,61.6,1.5,4.7,2.1,0.8,49.7,61.7,26.7,30.5,28.2,14.7,21646,7227,"60,725"
"Contra Costa County, California",0.3706,0.5881,-0.4534,715.937,948816,1165927,568066,597861,40.1,54.8,10.7,3,22.3,1.2,22.4,27,10.3,17.5,28.2,44.1,1154672,407029,"110,595"
"Del Norte County, California",0.5457,0.3758,0.1558,1006.373,27507,27743,15035,12708,40.2,73.7,4.3,14.4,4.4,0.7,15.9,19.2,19.4,31,33.5,16.1,24673,9807,"48,108"
"El Dorado County, California",0.5829,0.3635,0.0880,1707.883,156299,191185,94829,96356,46.3,87.8,1.6,3.9,7.1,0.6,11.3,13.8,5.3,20.8,37.1,36.8,189914,75320,"87,689"
"Fresno County, California",0.5314,0.4305,-0.0783,5957.991,799407,1008654,501441,507213,33.3,52.3,6.1,4.2,12.8,0.5,41.2,53.6,22.1,22.7,32.6,22.6,990238,319296,"63,140"
"Glenn County, California",0.6653,0.2868,0.2717,1313.947,26453,28917,14488,14429,37.5,67.4,1.3,7,3.1,0.4,35.5,43.4,23.5,30.3,31.3,14.9,28622,10177,"56,741"
"Humboldt County, California",0.4148,0.444,-0.3341,3567.987,126518,136463,67754,68709,39.1,83.1,2.8,11.3,4.4,0.9,10.5,13.6,9,23.1,36.7,31.2,131956,56422,"53,924"
"Imperial County, California",0.4328,0.5353,-0.2439,4176.603,142361,179702,90121,89581,34.6,53.2,3,3.9,2.6,0.3,65.7,85.2,29.6,25.6,29.7,15.2,171233,52050,"50,970"
"Inyo County, California",0.6031,0.3393,-0.0015,10180.879,17945,19016,9616,9400,44.8,72.5,1.4,17.1,2.4,0.5,18.5,23.1,7.9,30.5,34.3,27.3,18408,8046,"62,381"
"Kern County, California",0.607,0.362,0.1020,8131.916,661645,909235,460227,449008,32.8,56.1,6.8,4.3,6.4,0.4,42.9,54.9,24.1,27.6,30.8,17.6,880531,281498,"57,926"
"Kings County, California",0.578,0.3897,0.1225,1389.42,129461,152486,82573,69913,32.9,54.9,7.4,4.4,5.5,0.7,43.8,56.8,26.4,26.1,33.2,14.3,136991,44100,"60,810"
"Lake County, California",0.4158,0.5123,-0.0631,1256.464,58309,68163,34509,33654,45,81.3,3.1,7.5,2.7,0.6,19,22.7,13.4,29.9,39.2,17.5,67462,27622,"55,801"
"Lassen County, California",0.6688,0.2817,0.5149,4541.184,33828,32730,20720,12010,37.2,71.5,7.8,6.2,3,1.7,18.4,23,20,32.4,35.8,11.8,23920,9888,"56,923"
"Los Angeles County, California",0.3235,0.6347,-0.4417,4057.884,9519338,10014009,4906513,5107496,37.5,46.1,9.4,3.3,17,0.6,39.6,48,20,20.4,25.6,34,9805329,3420628,"77,356"
"Madera County, California",0.6074,0.3489,0.1156,2137.069,123109,156255,77881,78374,35,56.7,3.7,7.7,3.5,0.4,44.9,59.6,28.2,23.3,32.2,16.4,149086,45607,"60,241"
"Marin County, California",0.2832,0.6426,-0.6654,520.306,247289,262321,128593,133728,46.5,79,3.5,3.2,9.2,0.6,16.7,18.8,6.6,10.2,23.1,60.1,254578,104167,"118,472"
"Mariposa County, California",0.5855,0.3488,0.1811,1448.816,17130,17131,8609,8522,52.1,89.3,1.6,7.8,3,0.7,10.7,12.5,9.1,22.4,39.6,28.9,16869,7372,"60,377"
"Mendocino County, California",0.3566,0.4834,-0.3580,3506.343,86265,91601,45837,45764,43.2,77.5,1.6,8.7,3.1,0.5,22.5,26.1,13.4,26.3,35.8,24.5,89961,36280,"57,516"
"Merced County, California",0.5177,0.4508,-0.1060,1934.972,210554,281202,140337,140865,32,53.6,4.5,5.1,8.7,0.7,46.1,61.8,29.6,26.5,29.8,14.1,276150,83464,"54,703"
"Modoc County, California",0.7229,0.2301,0.4516,3917.77,9449,8700,4347,4353,48.7,85.7,1.9,8.5,1.7,1,11,14.5,14.5,32.5,33.2,19.7,8445,3732,"49,273"
"Mono County, California",0.5253,0.4091,-0.2227,3048.982,12853,13195,7048,6147,39.5,82.3,1.2,4.7,2.5,0.8,21.5,26.6,12.8,22.4,35.3,29.5,12890,5474,"70,945"
"Monterey County, California",0.3723,0.5753,-0.4128,3280.595,401762,439035,221123,217912,35,52.6,3.3,5.2,8.3,1,48.6,60.4,27,20.3,26.2,26.5,421213,131789,"81,404"
"Napa County, California",0.3989,0.5432,-0.4041,748.362,124279,138019,67777,70242,42.9,69.3,2.8,3.7,9.9,0.7,29.7,35.4,14.8,18,30.3,37,132847,49738,"94,127"
"Nevada County, California",0.5476,0.3722,-0.1480,957.772,92033,102241,50424,51817,49.7,93.3,1.1,4,2.9,0.5,8.7,10.2,4.9,19,37.4,38.7,100287,42774,"77,220"
"Orange County, California",0.5575,0.4036,-0.0904,790.568,2846289,3186989,1563452,1623537,39,56.6,2.6,2.8,24.9,0.7,27.4,34.1,13.4,17.2,27.3,42.1,3133558,1074105,"100,210"
"Placer County, California",0.5928,0.3604,0.0665,1407.009,248399,404739,196942,207797,42.4,82.8,2.9,3.4,11.8,0.9,11.2,15,5.2,17.6,35.6,41.6,400278,152101,"103,588"
"Plumas County, California",0.6098,0.3325,0.1674,2553.043,20824,19790,9948,9842,53,92.7,1.6,6.3,2,0.7,7.1,9.6,5.4,27.3,44.2,23,19665,9216,"58,154"
"Riverside County, California",0.5142,0.449,-0.0795,7206.48,1545387,2418185,1199118,1219067,36.8,56.7,8.2,3.9,9,0.8,39.4,49.7,17,26.9,32.5,23.5,2382493,763283,"78,690"
"Sacramento County, California",0.4533,0.4931,-0.2525,964.644,1223499,1585055,774787,810268,36.9,56.9,12.5,3.7,21.2,2,18.5,23.6,11.9,22,34.1,32,1550881,564445,"79,611"
"San Benito County, California",0.4168,0.5425,-0.2442,1388.71,53234,64209,31941,32268,36.6,59.2,1.7,5.1,5.7,0.8,46.6,61.1,16.7,26.8,35.9,20.5,63751,19484,"95,187"
"San Bernardino County, California",0.4875,0.4721,-0.1066,20056.938,1709434,2181654,1078849,1102805,34.9,51.1,10.2,4.1,9.9,0.7,41.6,53.7,18.9,26.9,32.3,21.9,2139459,667836,"74,218"
"San Diego County, California",0.4963,0.4566,-0.2276,4206.63,2813833,3298634,1642796,1655838,37.1,64.2,6.4,3.1,15.7,1.1,26.6,33.9,11.7,18.2,29.9,40.3,3183536,1158764,"90,756"
"San Francisco County, California",0.161,0.7554,-0.7255,46.873,776733,873965,446144,427821,38.2,50.2,6.8,2.1,37.5,0.8,13.4,15.6,11.2,11.4,17.9,59.5,846073,371851,"119,776"
"San Joaquin County, California",0.489,0.477,-0.1388,1391.322,563598,779233,388163,391070,35.4,47.1,9.7,3.9,20.8,1.4,32.9,41.8,19.7,28.8,32.1,19.5,761157,241119,"79,598"
"San Luis Obispo County, California",0.5222,0.4089,-0.1307,3298.567,246681,282424,140271,142153,41.4,83.2,2.5,3.6,5.8,0.6,18.7,24,8.1,19.6,35.6,36.7,266132,107797,"79,688"
"San Mateo County, California",0.3095,0.6429,-0.5769,448.408,707161,764442,377546,386896,39.9,50.5,3.1,2.2,34,1.9,21.7,25,9.2,14.9,23.5,52.5,755090,269417,"131,151"
"Santa Barbara County, California",0.4613,0.4737,-0.3207,2735.085,399347,448229,222051,226178,35.7,67,2.7,4.4,8,0.5,36.3,47,18.1,17.3,29.5,35.1,427530,148353,"83,185"
"Santa Clara County, California",0.3444,0.6066,-0.4742,1290.1,1682585,1936259,975313,960946,37.5,42.1,3.2,2.5,42.3,0.8,20.8,25.2,10.8,13.7,21.1,54.4,1896652,656063,"141,161"
"Santa Cruz County, California",0.2734,0.6148,-0.6030,445.17,255602,270861,134471,136390,40.2,72.9,2.2,3.7,7,0.6,29,34.8,11.7,15.9,30.5,41.9,256335,96261,"90,370"
"Shasta County, California",0.6504,0.3025,0.3314,3775.402,163256,182155,89654,92501,42.8,88.9,2.2,7.2,4.7,0.6,8,10.8,8.9,25.8,42.7,22.6,179110,72836,"60,187"
"Sierra County, California",0.6345,0.2924,0.2135,953.214,3555,3236,1635,1601,53.9,94.6,2,4.8,2.3,1.2,10,11.7,5.6,29.5,42.5,22.3,3204,1456,"60,659"
"Siskiyou County, California",0.6155,0.319,0.1577,6277.887,44301,44076,21872,22204,48.5,87.2,2.3,10,3.1,0.6,9.3,12.5,10.1,27.1,41.3,21.5,43487,19219,"50,069"
"Solano County, California",0.3917,0.5702,-0.3028,821.765,394542,453491,224784,228707,39,51.4,16.9,3.7,20.1,2.1,22.2,28.3,11.1,23.8,37.2,27.8,442354,155924,"87,348"
"Sonoma County, California",0.3225,0.5954,-0.5149,1575.849,458614,488863,238535,250328,42.6,75.6,2.7,4.4,6.8,0.8,24.3,28.9,10.8,18.3,33.7,37.1,479997,187701,"92,999"
"Stanislaus County, California",0.5238,0.4401,-0.0079,1494.827,446997,552878,272558,280320,35.5,60.6,4.1,4.6,8.2,1.4,37.5,48.1,20,30,32.1,17.9,546381,176738,"73,151"
"Sutter County, California",0.6531,0.3168,0.1644,602.41,78930,99633,49585,50048,36.9,58.6,3.3,5.3,20.3,0.8,25.3,31.7,20.4,24.5,35.1,20,98640,33062,"63,246"
"Tehama County, California",0.6363,0.312,0.3562,2949.709,56039,65829,32827,33002,40.4,79.6,1.5,6.7,2.5,0.6,21.8,27.2,14.2,29,39.8,17,65029,24910,"53,654"
"Trinity County, California",0.5762,0.3333,0.0539,3179.254,13022,16112,9068,7044,47.6,80.3,0.9,7.5,14.8,0.6,5.4,5.8,6.1,38.4,36.9,18.6,15853,6290,"45,508"
"Tulare County, California",0.602,0.3675,0.0781,4824.215,368021,473117,234710,238407,32.3,56.8,2.1,4.3,4.7,0.4,50.7,65.5,27.4,26.5,30.9,15.2,467865,141987,"57,398"
"Tuolumne County, California",0.5551,0.3944,0.1879,2220.884,54501,55620,28790,26830,48.9,89.2,2.6,5.5,2.8,0.8,10.1,12.8,7.9,25.2,42.3,24.6,51863,22711,"61,396"
"Ventura County, California",0.4817,0.4714,-0.2110,1843.133,753197,843843,414453,429390,39.5,67.1,2.9,3.9,10,0.6,33.9,43.3,14.4,19.8,31.8,34,831695,279715,"95,819"
"Yolo County, California",0.3753,0.5493,-0.4144,1014.689,168660,216403,104292,112111,33.3,64.4,4.3,4,17.3,1.1,25.9,33.1,12.4,17.7,26.8,43.1,207773,76594,"76,247"
"Yuba County, California",0.61,0.3439,0.2164,631.839,60219,81575,41063,40512,34.3,70.6,6,6.6,9.4,1.1,22.1,28.8,18.8,23.2,40.2,17.7,79172,27008,"60,764"
"Adams County, Colorado",0.441,0.5019,-0.1628,1167.653,363857,519572,262217,257355,34.4,72.6,4.7,4.4,5.7,0.4,30.7,41.7,15.1,28.3,30.1,26.4,515108,178525,"80,831"
"Alamosa County, Colorado",0.5049,0.4338,0.0069,722.643,14966,16376,8023,8353,35,78.7,2.2,7.4,1.9,0.3,28.2,47,13.1,28.4,32.9,25.6,15435,6377,"51,009"
"Arapahoe County, Colorado",0.5147,0.4349,-0.2464,798.1,487967,655070,325174,329896,36.6,72.2,13.2,3.2,8.4,0.6,16.1,20.7,7.9,19.7,27.9,44.5,649672,250206,"84,308"
"Archuleta County, Colorado",0.628,0.301,0.1587,1350.175,9898,13359,6724,6635,52.2,92.2,1.1,5.2,1.7,0.4,12.5,16.2,6,21.9,32.3,39.9,13270,5792,"68,025"
"Baca County, Colorado",0.73,0.2331,0.6966,2554.967,4517,3506,1789,1717,45.5,92.9,1.6,5.4,0.9,0.2,6.5,9.9,14.5,28.9,32.9,23.8,3469,1575,"44,257"
"Bent County, Colorado",0.5583,0.3989,0.3391,1512.861,5998,5650,3498,2152,42.3,76.1,5.6,5.9,1.7,0.1,20.2,31.2,12.9,48.6,24.3,14.2,4108,1805,"37,185"
"Boulder County, Colorado",0.3644,0.5012,-0.5657,726.289,291288,330758,166794,163964,37.6,87.1,1.9,2.4,6.7,0.2,12.2,14.6,4.5,11.1,21.5,62.9,315407,132551,"90,327"
"Chaffee County, Colorado",0.565,0.3637,-0.0684,1013.403,16242,19476,10250,9226,49.3,92.5,2.2,3.2,1.5,0.3,8,9.5,5.6,25.8,29.3,39.4,18165,8411,"65,987"
"Cheyenne County, Colorado",0.7896,0.1724,0.7588,1778.276,2231,1748,874,874,44,93.7,1.8,3.3,1,0.5,8,11.8,7,30,40.9,22.2,1721,745,"58,544"
"Clear Creek County, Colorado",0.4563,0.4444,-0.1298,395.227,9322,9397,4995,4402,48.3,95.6,1.2,3.2,1.9,0.3,5.9,6.9,2.7,20,23.8,53.6,9329,4391,"78,312"
"Conejos County, Colorado",0.4827,0.4764,0.0755,1287.391,8400,7461,3726,3735,41,82.2,0.9,4.8,0.5,0.2,27.7,50.7,10.5,32.8,32.2,24.5,7398,2896,"45,931"
"Costilla County, Colorado",0.3058,0.6396,-0.2722,1226.952,3663,3499,1826,1673,52.2,79.5,2.4,5.5,2.7,0.5,39.1,56.8,13.1,29.3,33.2,24.4,3494,1594,"35,416"
"Crowley County, Colorado",0.5917,0.3536,0.4766,787.421,5518,5922,4394,1528,41.8,69.3,9.4,5.1,1.8,0.2,21.5,27.2,11,51.4,28.3,9.2,3039,1317,"38,049"
"Custer County, Colorado",0.6874,0.2402,0.3748,738.625,3503,4704,2353,2351,58.3,96.2,1,3.5,0.9,0.3,4,3.8,1.7,18,41.7,38.7,4693,2219,"63,505"
"Delta County, Colorado",0.6599,0.2573,0.3714,1142.05,27834,31196,15599,15597,48.9,92,1,3.5,1.3,0.1,11,13.9,10.4,36.5,30.2,22.9,30423,13075,"52,403"
"Denver County, Colorado",0.3087,0.6186,-0.6137,153,554636,715522,358405,357117,34.1,73.3,10.8,3.5,5.5,0.4,20.8,27.9,10,16,21.5,52.5,699605,317326,"81,262"
"Dolores County, Colorado",0.6534,0.2584,0.5162,1067.051,1844,2326,1197,1129,49.1,94.9,1.8,6,0.8,0.9,5.8,7.6,3.6,42.4,27.6,26.5,2072,932,"55,157"
"Douglas County, Colorado",0.6495,0.314,0.0717,840.248,175766,357978,177483,180495,39.1,89.9,2.5,2.3,7.6,0.4,7.4,9.5,2.1,12.2,26.5,59.2,356322,129862,"129,839"
"Eagle County, Colorado",0.4718,0.4459,-0.2984,1684.53,41659,55731,29169,26562,37.6,84.9,1,2.2,2.1,0.2,24.1,30.2,8.3,15.6,25.2,50.9,55624,20760,"94,928"
"Elbert County, Colorado",0.6861,0.2595,0.5024,1850.847,19872,26062,13096,12966,45.9,95.6,1.2,3.2,1.8,0.3,6.8,7.9,3.7,23.4,37.6,35.3,25992,9376,"114,853"
"El Paso County, Colorado",0.6391,0.3078,0.1079,2126.801,516929,730395,366532,363863,35.2,82.7,8.7,3.8,5.4,0.9,12.5,17.8,5.6,19.6,35.3,39.5,709911,272683,"79,094"
"Fremont County, Colorado",0.6175,0.3297,0.3971,1533.068,46145,48939,27957,20982,46.1,88.4,4.4,4.4,1.1,0.2,8.9,12.4,10.3,40.5,30.6,18.6,40931,17871,"51,732"
"Garfield County, Colorado",0.5322,0.3559,-0.0230,2947.563,43791,61685,31132,30553,36.8,80.9,1.2,3.8,1.3,0.2,26.3,31.7,10.4,25.7,30.9,32.9,60583,22364,"78,940"
"Gilpin County, Colorado",0.4081,0.4458,-0.0932,149.896,4757,5808,3071,2737,47.7,95,1.3,4,2.9,0.7,5.3,6.5,6.3,14.2,30.7,48.8,5768,2608,"82,370"
"Grand County, Colorado",0.5619,0.3633,0.0175,1846.33,12442,15717,8283,7434,44,93.6,0.8,2,1.3,0.4,8.6,9.8,5.6,30.3,26.5,37.7,15519,7006,"78,779"
"Gunnison County, Colorado",0.4323,0.4227,-0.3036,3239.1,13956,16918,9009,7909,37.3,93.3,1,3.3,1.5,0.3,8,9.5,2,16.7,24.5,56.7,15879,7135,"63,872"
"Hinsdale County, Colorado",0.5583,0.3322,0.1551,1117.251,790,788,407,381,56.3,95.1,3.7,3.7,3.9,2.3,2.7,3.8,3.6,16.1,33.5,46.8,788,375,"66,213"
"Huerfano County, Colorado",0.4619,0.471,0.0288,1591.001,7862,6820,3476,3344,56,87.6,1.6,6.4,1.2,0.3,19,31.2,7.9,26.1,40.7,25.3,6717,3195,"46,798"
"Jackson County, Colorado",0.7373,0.187,0.5776,1613.723,1577,1379,706,673,48,94.3,1.2,4.4,1.5,0.8,8.1,10,13.9,23.4,35.4,27.2,1377,656,"55,535"
"Jefferson County, Colorado",0.5102,0.4288,-0.1854,764.208,527056,582910,290684,292226,40.3,89.5,2.2,3.4,4.5,0.3,11.6,15.7,4.9,19.6,27.6,47.9,574135,237676,"94,401"
"Kiowa County, Colorado",0.7521,0.218,0.7719,1767.767,1622,1446,712,734,44,96.6,2.4,4.4,1.9,1,4.7,7.2,2.9,27.1,49.7,20.3,1413,581,"61,430"
"Kit Carson County, Colorado",0.7351,0.234,0.6412,2160.822,8011,7087,3571,3516,40.2,89.6,0.9,3.1,0.9,0.3,15.7,19.9,10.8,29.1,41.9,18.2,6994,2893,"56,272"
"Lake County, Colorado",0.4018,0.4932,-0.2035,376.911,7812,7436,3999,3437,36,81.6,1.2,5.5,1.7,0.4,25.9,35.8,11.7,24,28.3,36,7327,3075,"64,416"
"La Plata County, Colorado",0.4877,0.3838,-0.1771,1692.078,43941,55638,28272,27366,41.7,88.4,1,9.1,1.5,0.2,9.4,12.6,3.4,20.4,29.2,47,53856,23487,"74,774"
"Larimer County, Colorado",0.5267,0.3885,-0.1544,2596.002,251494,359066,177804,181262,37.4,91.6,2,3,3.7,0.3,9.4,12.4,3.7,17.4,29.5,49.4,347412,144360,"78,681"
"Las Animas County, Colorado",0.4216,0.5322,0.0989,4772.672,15207,14555,7596,6959,48.4,83.7,2.1,5.7,1.3,0.4,23,38.7,11.8,26.6,42.9,18.7,13835,6373,"42,708"
"Lincoln County, Colorado",0.7412,0.2319,0.6281,2577.626,6087,5675,3319,2356,39.2,83.7,5.4,4.1,1.7,0.9,11.8,14.3,11.3,49.5,22.5,16.7,4697,1980,"51,975"
"Logan County, Colorado",0.6832,0.2836,0.5573,1838.547,20504,21528,12057,9471,39.6,86.9,4.2,2.7,1.1,0.2,12.2,16.3,8.6,38.5,32.6,20.3,18367,7919,"53,234"
"Mesa County, Colorado",0.6345,0.3029,0.2798,3328.974,116255,155703,77074,78629,40.7,91.7,1.5,3.9,2,0.4,10.9,15,8.5,27.3,34.9,29.3,151783,63133,"63,531"
"Mineral County, Colorado",0.6049,0.3457,0.1455,875.666,831,865,428,437,56.8,97.9,1.8,3.8,1.6,1.4,3.6,5.4,2.1,13.3,28.4,56.3,865,424,"62,213"
"Moffat County, Colorado",0.7195,0.2292,0.6358,4743.29,13184,13292,6820,6472,38.6,91.5,1.4,3.7,1,0.2,12.6,16,8,41.9,31.2,18.8,13173,5352,"64,133"
"Montezuma County, Colorado",0.6562,0.2724,0.2239,2029.527,23830,25849,12756,13093,45.3,81.5,1.1,16.3,1.2,0.4,8.7,12,9.1,29.9,30.9,30,25560,10806,"53,337"
"Montrose County, Colorado",0.6518,0.2843,0.3645,2240.695,33432,42679,21133,21546,45.5,88,1,3.8,1.3,0.3,16,21.2,11.2,31.7,30.6,26.5,42019,17482,"56,686"
"Morgan County, Colorado",0.6359,0.3206,0.4160,1280.433,27171,29111,14593,14518,36.5,79.1,3.9,3.4,1,0.1,26.5,36.3,19.3,31.2,32,17.5,28647,10519,"61,849"
"Otero County, Colorado",0.5583,0.4052,0.2246,1261.961,20311,18690,9215,9475,41.1,83.3,1.6,5,1.1,0.3,24.6,41.2,12.2,31.9,37,19,18267,7676,"45,658"
"Ouray County, Colorado",0.5728,0.3157,-0.1960,541.593,3742,4874,2448,2426,54.6,96.6,0.7,2.2,1.3,0.4,5.8,6,1.4,13.6,38.8,46.2,4874,2297,"80,686"
"Park County, Colorado",0.5517,0.359,0.1699,2193.846,14523,17390,9220,8170,49.5,95.7,1.1,3.7,1.4,0.2,6.1,7.1,2.5,25.2,39.2,33.1,17362,7810,"84,361"
"Phillips County, Colorado",0.709,0.2537,0.5924,687.928,4480,4530,2215,2315,41.4,86.9,1.2,2.9,1.2,0.4,18.4,25.5,13.2,28.1,32.7,26,4459,1814,"56,577"
"Pitkin County, Colorado",0.3288,0.5304,-0.5193,970.697,14872,17358,8922,8436,43,92.3,1.2,1.5,2.6,0.2,9.8,10.9,2.5,13.6,21.5,62.3,17286,8027,"96,316"
"Prowers County, Colorado",0.6689,0.3008,0.4586,1638.395,14483,11999,5929,6070,38.1,80.2,1.4,5.4,0.5,0.1,25.5,39,17.8,29.3,36,16.9,11631,4730,"48,337"
"Pueblo County, Colorado",0.4231,0.5355,-0.0172,2386.104,141472,168162,83053,85109,40.8,81.7,3.5,5.6,1.7,0.3,25.8,41.6,9.5,29.4,37.5,23.7,164588,67095,"56,311"
"Rio Blanco County, Colorado",0.7653,0.1902,0.6773,3220.934,5986,6529,3327,3202,38.1,93.7,0.9,3.8,1.1,0.3,7.8,9.5,8.5,32.9,34.7,23.9,6304,2592,"65,334"
"Rio Grande County, Colorado",0.613,0.3364,0.1848,911.958,12413,11539,5724,5815,43.8,84.5,1.3,5.2,0.9,0.3,23.5,39.9,10.9,29.2,31,28.9,11405,4789,"52,353"
"Routt County, Colorado",0.464,0.4366,-0.2760,2362.026,19690,24829,12795,12034,41.6,94.7,1.1,2,1.6,0.4,8,8.9,3.3,16.2,29.6,50.8,24467,10388,"93,776"
"Saguache County, Colorado",0.4263,0.4527,-0.1390,3168.525,5917,6368,3249,3119,47,86.2,0.7,6.4,1.6,0.3,26.4,37.6,13.3,30.7,30.5,25.5,6334,2835,"43,366"
"San Juan County, Colorado",0.4817,0.3417,-0.2487,387.488,558,705,379,326,47.5,95.6,1.3,4.5,2.4,1.1,8.8,12.8,3.4,29.9,24.5,42.2,705,369,"54,146"
